status;type;price;create_date;event_date;tipster_id;club_1;flag_1;club_2;flag_2;bet_on;league;description;content;cover;selection;selection_num;odds;stake;profit;tip_result;match_result
1;0;0;13.12.2012;13.12.2012;Mantis;Las Palmas;es;Betis;es;Las Palmas;Copa del Rey;;;;0;-0,25;2,45;10;-5;3;
1;0;0;15.12.2012;15.12.2012;Mantis;Sevilla;es;Malaga;es;over;Spanish La Liga;;;;0;2,5;2;10;-10;3;
1;0;0;15.12.2012;15.12.2012;Mantis;Mallorca;es;Athletic;es;Athletic;Spanish La Liga;;;;0;0;2,1;10;11;2;
1;0;0;16.12.2012;16.12.2012;Mantis;Valencia;es;Rayo Vallecano;es;Valencia;Spanish La Liga;;;;0;-1,25;2;10;-10;3;
1;0;0;16.12.2012;16.12.2012;Mantis;Barcelona;es;Atletico;es;over;Spanish La Liga;;;;0;3,5;2,25;10;12,5;2;
1;0;0;16.12.2012;16.12.2012;Mantis;Zaragoza;es;Levante;es;draw;Spanish La Liga;;;;0;;3,3;10;-10;3;
1;0;0;17.12.2012;17.12.2012;Mantis;Celta;es;Betis;es;Betis;Spanish La Liga;;;;0;0;2,7;10;17;2;
1;0;0;18.12.2012;18.12.2012;Mantis;Eibar;es;Malaga;es;Eibar;Copa del Rey;;;;0;0,5;2,1;10;11;2;
1;0;0;20.12.2012;20.12.2012;Mantis;Rayo;es;Levante;es;Levante;Spanish La Liga;;;;0;0;2,35;10;-10;3;
1;0;0;20.12.2012;20.12.2012;Mantis;Espanyol;es;Deportivo;es;Espanyol;Spanish La Liga;;;;0;win;1,9;10;9;2;
1;0;0;21.12.2012;21.12.2012;Mantis;Valencia;es;Getafe;es;Valencia;Spanish La Liga;;;;0;-1;2,2;10;12;2;
1;0;0;22.12.2012;22.12.2012;Mantis;Betis;es;Mallorca;es;Mallorca;Spanish La Liga;;;;0;0;3,3;10;23;2;
1;0;0;22.12.2012;22.12.2012;Mantis;Valladolid;es;Barcelona;es;over;Spanish La Liga;;;;0;3,5;2,2;10;-10;3;
1;0;0;22.12.2012;22.12.2012;Mantis;Malaga;es;R Madrid;es;Malaga;Spanish La Liga;;;;0;0,75;2;10;10;2;
1;0;0;22.12.2012;22.12.2012;Mantis;Athletic;es;Zaragoza;es;Zaragoza;Spanish La Liga;;;;0;0,5;2;10;10;2;
1;0;0;04.01.2013;04.01.2013;Mantis;Zaragoza;es;Betis;es;Zaragoza;Spanish La Liga;;;;0;-0,25;2;10;-10;3;
1;0;0;05.01.2013;05.01.2013;Mantis;Levante;es;Athletic Bilbao;es;Athletic Bilbao;Spanish La Liga;;;;0;0;2,38;10;-10;3;
1;0;0;05.01.2013;05.01.2013;Mantis;Granada;es;Valencia;es;over;Spanish La Liga;;;;0;2,5;2,2;10;12;2;
1;0;0;05.01.2013;05.01.2013;Mantis;Deportivo;es;Malaga;es;under;Spanish La Liga;;;;0;2,25;2,15;10;11,5;2;
1;0;0;06.01.2013;06.01.2013;Mantis;Celta;es;Valladolid;es;Celta;Spanish La Liga;;;;0;-0,5;1,98;10;9,8;2;
1;0;0;06.01.2013;06.01.2013;Mantis;R Madrid;es;Real Sociedad;es;Real Sociedad;Spanish La Liga;;;;0;2;2,02;10;10,2;2;
1;0;0;08.01.2013;08.01.2013;Mantis;Malaga;es;Eibar;es;Eibar;Spanish La Liga;;;;0;1;2,57;10;-10;3;
1;0;0;11.01.2013;11.01.2013;Mantis;Athletic;es;Rayo;es;Rayo;Spanish La Liga;;;;0;0;2,95;10;19,5;2;
1;0;0;13.01.2013;13.01.2013;Mantis;Betis;es;Levante;es;Levante;Spanish La Liga;;;;0;0;3,15;10;-10;3;
1;0;0;13.01.2013;13.01.2013;Mantis;Sociedad;es;Deportivo;es;under;Spanish La Liga;;;;0;2,5;2,07;10;10,7;2;
1;0;0;13.01.2013;13.01.2013;Mantis;Ateltico;es;Zaragoza;es;Ateltico;Spanish La Liga;;;;0;-1,5;1,92;10;9,2;2;
1;0;0;15.01.2013;15.01.2013;Mantis;Real;es;Valencia;es;Real;Copa del Rey;;;;0;-1,5;2,05;10;10,5;2;
1;0;0;17.01.2013;17.01.2013;Mantis;Espanyol;es;Mallorca;es;Espanyol;Spanish La Liga;;;;0;-0,5;2;10;10;2;
1;0;0;20.01.2013;20.01.2013;Mantis;Osasuna;es;Deportivo;es;over;Spanish La Liga;;;;0;2,25;2,04;10;10,4;2;
1;0;0;20.01.2013;20.01.2013;Mantis;Atletico;es;Levante;es;Levante;Spanish La Liga;;;;0;1,5;2,08;10;-10;3;
1;0;0;21.01.2013;21.01.2013;Mantis;Betis;es;Athletic;es;Betis;Spanish La Liga;;;;0;-0,5;1,99;10;-10;3;
1;0;0;23.01.2013;23.01.2013;Mantis;Valencia;es;Real Madrid;es;Real Madrid;Copa del Rey;;;;0;-0,75;1,96;10;-10;3;
1;0;0;23.01.2013;23.01.2013;Mantis;Asteras;gr;Olympiakos Volou;gr;Asteras;Greek Cup;;;;0;-1,5;2,1;10;11;2;
1;0;0;23.01.2013;23.01.2013;Mantis;Fenerbahce;tr;Bursaspor;tr;over;Turkish Cup;;;;0;3,25;2,45;10;-5;3;
1;0;0;26.01.2013;26.01.2013;Mantis;AEK;gr;OFI;gr;AEK;Greek Super League;;;;0;win;1,8;10;8;2;
1;0;0;27.01.2013;27.01.2013;Mantis;Athletic;es;Atletico;es;Athletic;Spanish La Liga;;;;0;0;2,31;10;13,1;2;
1;0;0;27.01.2013;27.01.2013;Mantis;Mallorca;es;Malaga;es;Malaga;Spanish La Liga;;;;0;0;1,88;10;8,8;2;
1;0;0;27.01.2013;27.01.2013;Mantis;Real Madrid;es;Getafe;es;Real Madrid;Spanish La Liga;;;;0;-2;1,7;10;7;2;
1;0;0;28.01.2013;28.01.2013;Mantis;Sevilla;es;Granada;es;Granada;Spanish La Liga;;;;0;1;2,11;10;-10;3;
1;0;0;31.01.2013;31.01.2013;Mantis;Atletico;es;Sevilla;es;Atletico;Spanish La Liga;;;;0;-0,75;1,55;10;5,5;2;
1;0;0;02.02.2013;02.02.2013;Mantis;Granada;es;Real;es;Real;Spanish La Liga;;;;0;-1,5;1,99;10;-10;3;
1;0;0;02.02.2013;02.02.2013;Mantis;Osasuna;es;Celta;es;under;Spanish La Liga;;;;0;2,25;1,85;10;8,5;2;
1;0;0;03.02.2013;03.02.2013;Mantis;Malaga;es;Zaragoza;es;Malaga;Spanish La Liga;;;;0;-1;2,01;10;-10;3;
1;0;0;03.02.2013;03.02.2013;Mantis;Sevilla;es;Rayo;es;Rayo;Spanish La Liga;;;;0;1;2,02;10;;1;
1;0;0;06.02.2013;06.02.2013;Mantis;Greece;es;Switzerland;es;under;FIFA Friendly;;;;0;2,5;1,73;10;7,3;2;
1;0;0;06.02.2013;06.02.2013;Mantis;Spain;es;Uruguay;es;Over;FIFA Friendly;;;;0;2,5;1,91;10;9,1;2;
1;0;0;09.02.2013;09.02.2013;Mantis;Celta;es;Valencia;es;Valencia;Spanish La Liga;;;;0;0;1,9;10;9;2;
1;0;0;09.02.2013;09.02.2013;Mantis;R Madrid;es;Sevilla;es;Under;Spanish La Liga;;;;0;3,25;2,02;10;-10;3;
1;0;0;09.02.2013;09.02.2013;Mantis;Mallorca;es;Osasuna;es;Over;Spanish La Liga;;;;0;2,25;1,98;10;-5;3;
1;0;0;10.02.2013;10.02.2013;Mantis;Athletic;es;Espanyol;es;Athletic;Spanish La Liga;;;;0;-0,75;2;10;-10;3;
1;0;0;10.02.2013;10.02.2013;Mantis;Zaragoza;es;Sociedad;es;Sociedad;Spanish La Liga;;;;0;0,25;1,79;10;7,9;2;
1;0;0;10.02.2013;10.02.2013;Mantis;Rayo;es;Atletico;es;Rayo;Spanish La Liga;;;;0;0,5;1,83;10;8,3;2;
1;0;0;11.02.2013;11.02.2013;Mantis;Betis;es;Valladolid;es;Under;Spanish La Liga;;;;0;2,25;2,06;10;10,6;2;
1;0;0;12.02.2013;12.02.2013;Mantis;Valencia;es;PSG;es;Valencia;CL;;;;0;0;1,7;10;-10;3;
1;0;0;13.02.2013;13.02.2013;Mantis;R Madrid;es;Man Utd;es;Man Utd;CL;;;;0;1;1,99;10;9,9;2;
1;0;0;14.02.2013;14.02.2013;Mantis;Levante;es;Olympiakos;es;Levante;EL;;;;0;-0,25;2;10;10;2;
1;0;0;15.02.2013;15.02.2013;Mantis;Sevilla;es;Deportivo;es;BTS;Spanish La Liga;;;;0;;1,9;10;9;2;
1;0;0;16.02.2013;16.02.2013;Mantis;Getafe;es;Celta;es;Getafe;Spanish La Liga;;;;0;-0,25;1,86;10;8,6;2;
1;0;0;16.02.2013;16.02.2013;Mantis;Malaga;es;Athletic;es;Athletic;Spanish La Liga;;;;0;0,5;2,06;10;-10;3;
1;0;0;16.02.2013;16.02.2013;Mantis;Granada;es;Barcelona;es;Granada;Spanish La Liga;;;;0;1,75;1,97;10;9,7;2;
1;0;0;16.02.2013;16.02.2013;Mantis;Osasuna;es;Zaragoza;es;Osasuna;Spanish La Liga;;;;0;-0,5;1,99;10;9,9;2;
1;0;0;19.02.2013;19.02.2013;Mantis;Milan;es;FC Barcelona;es;Milan;CL;;;;0;1,25;1,89;10;8,9;2;
1;0;0;23.02.2013;23.02.2013;Mantis;Deportivo;es;Real Madrid;es;Over;Spanish La Liga;;;;0;3,5;2,13;10;-10;3;
1;0;0;23.02.2013;23.02.2013;Mantis;Barcelona;es;Sevilla;es;Barcelona;Spanish La Liga;;;;0;-2;1,89;10;-10;3;
1;0;0;24.02.2013;24.02.2013;Mantis;Rayo;es;Valladolid;es;Rayo;Spanish La Liga;;;;0;-0,75;2,01;10;-10;3;
1;0;0;25.02.2013;25.02.2013;Mantis;Levante;es;Osasuna;es;Under;Spanish La Liga;;;;0;2,25;1,48;10;4,8;2;
1;0;0;26.02.2013;26.02.2013;Mantis;Barcelona;es;Real;es;Real;Copa del Rey;;;;0;0,75;2,04;10;10,4;2;
1;0;0;02.03.2013;02.03.2013;Mantis;Deportivo;es;Rayo;es;Deportivo;Spanish La Liga;;;;0;-0,25;2,07;10;-5;3;
1;0;0;02.03.2013;02.03.2013;Mantis;Valencia;es;Levante;es;Levante;Spanish La Liga;;;;0;1;1,96;10;9,6;2;
1;0;0;03.03.2013;03.03.2013;Mantis;Espanyol;es;Valladolid;es;Valladolid;Spanish La Liga;;;;0;0,5;2,08;10;10,8;2;
1;0;0;03.03.2013;03.03.2013;Mantis;Sociedad;es;Betis;es;Betis;Spanish La Liga;;;;0;0,5;2,14;10;11,4;2;
1;0;0;03.03.2013;03.03.2013;Mantis;Granada;es;Mallorca;es;Mallorca;Spanish La Liga;;;;0;0,25;2,26;10;12,6;2;
1;0;0;03.03.2013;03.03.2013;Mantis;Malaga;es;Atletico;es;Over;Spanish La Liga;;;;0;2,5;2,11;10;-10;3;
1;0;0;05.03.2013;05.03.2013;Mantis;Man Utd;es;R Madrid;es;Man Utd;CL;;;;0;0,25;1,94;10;-10;3;
1;0;0;06.03.2013;06.03.2013;Mantis;PSG;es;Valencia;es;Valencia;CL;;;;0;0,25;1,6;10;6;2;
1;0;0;08.03.2013;08.03.2013;Mantis;Betis;es;Osasuna;es;Over;Spanish La Liga;;;;0;2,5;2,25;10;12,5;2;
1;0;0;09.03.2013;09.03.2013;Mantis;Rayo;es;Espanyol;es;Espanyol;Spanish La Liga;;;;0;0,5;1,95;10;-10;3;
1;0;0;09.03.2013;09.03.2013;Mantis;Valladolid;es;Malaga;es;Malaga;Spanish La Liga;;;;0;0,25;1,48;10;4,8;2;
1;0;0;10.03.2013;10.03.2013;Mantis;Athletic;es;Valencia;es;Athletic;Spanish La Liga;;;;0;0;1,87;10;8,7;2;
1;0;0;10.03.2013;10.03.2013;Mantis;Atletico;es;Sociedad;es;Under;Spanish La Liga;;;;0;2,75;1,94;10;9,4;2;
1;0;0;12.03.2013;12.03.2013;Mantis;Schalke;es;Galata;es;Galata;CL;;;;0;0,75;2,06;10;10,6;2;
1;0;0;14.03.2013;14.03.2013;Mantis;Rubin;es;Levante;es;Levante;EL;;;;0;0,5;1,93;10;9,3;2;
1;0;0;16.03.2013;16.03.2013;Mantis;Sociedad;es;Valladolid;es;Over;Spanish La Liga;;;;0;2,5;1,95;10;9,5;2;
1;0;0;16.03.2013;16.03.2013;Mantis;Getafe;es;Athletic;es;Getafe;Spanish La Liga;;;;0;-0,25;2,05;10;10,5;2;
1;0;0;17.03.2013;17.03.2013;Mantis;Osasuna;es;Atletico;es;Atletico;Spanish La Liga;;;;0;win;2,07;10;10,7;2;
1;0;0;17.03.2013;17.03.2013;Mantis;Granada;es;Levante;es;Granada;Spanish La Liga;;;;0;win;2;10;-10;3;
1;0;0;22.03.2013;22.03.2013;Mantis;Bosnia;es;Herz vs. Greece;es;Greece;WCQ;;;;0;0,5;1,92;10;-10;3;
1;0;0;23.03.2013;23.03.2013;Mantis;Lugo;es;Racing;es;Racing;Liga Adelante;;;;0;0,25;1,99;10;-10;3;
1;0;0;23.03.2013;23.03.2013;Mantis;Xerez;es;Ponferradina;es;Ponferradina;Liga Adelante;;;;0;0;2,03;10;10,3;2;
1;0;0;23.03.2013;23.03.2013;Mantis;Barcelona B;es;Huesca;es;Huesca;Liga Adelante;;;;0;0,75;2;10;10;2;
1;0;0;24.03.2013;24.03.2013;Mantis;Real Madrid B;es;Cordoba;es;Real Madrid B;Liga Adelante;;;;0;-0,25;1,99;10;9,9;2;
1;0;0;24.03.2013;24.03.2013;Mantis;Guadalajara;es;Hercules;es;Under;Liga Adelante;;;;0;2,25;1,45;10;4,5;2;
1;0;0;24.03.2013;24.03.2013;Mantis;Elche;es;Murcia;es;Murcia;Liga Adelante;;;;0;win;6,38;10;-10;3;
1;0;0;26.03.2013;26.03.2013;Mantis;Bolivia;es;Argentina;es;Bolivia;WCQ;;;;0;0,5;2,07;10;10,7;2;
1;0;0;30.03.2013;30.03.2013;Mantis;Celta;es;Barcelona;es;Celta +1,25;Spanish La Liga;;;;0;1,25;2,01;10;10,1;2;
1;0;0;30.03.2013;30.03.2013;Mantis;Lugo;es;Xerez;es;Lugo;Liga Adelante;;;;0;-0,75;2;10;10;2;
1;0;0;31.03.2013;31.03.2013;Mantis;Valladolid;es;Osasuna;es;Osasuna;Spanish La Liga;;;;0;0,25;2,07;10;10,7;2;
1;0;0;31.03.2013;31.03.2013;Mantis;Racing;es;Elche;es;Racing;Liga Adelante;;;;0;0,5;1,67;10;6,7;2;
1;0;0;31.03.2013;31.03.2013;Mantis;Atletico;es;Valencia;es;Atletico;Spanish La Liga;;;;0;-0,75;1,92;10;-10;3;
1;0;0;01.04.2013;01.04.2013;Mantis;Athletic;es;Granada;es;Athletic;Spanish La Liga;;;;0;-0,75;1,48;10;4,8;2;
1;0;0;03.04.2013;03.04.2013;Mantis;CL - Malaga;es;BVB;es;Malaga;CL;;;;0;0,25;1,46;10;4,6;2;
1;0;0;06.04.2013;06.04.2013;Mantis;Barcelona;es;Mallorca;es;Mallorca;Spanish La Liga;;;;0;2;1,95;10;-10;3;
1;0;0;06.04.2013;06.04.2013;Mantis;Sociedad;es;Malaga;es;Malaga;Spanish La Liga;;;;0;0,75;2,05;10;-10;3;
1;0;0;07.04.2013;07.04.2013;Mantis;Girona;es;Murcia;es;Girona;Liga Adelante;;;;0;-0,75;2,03;10;10,3;2;
1;0;0;07.04.2013;07.04.2013;Mantis;Xerez;es;Hercules;es;Xerez;Liga Adelante;;;;0;0,75;2;10;10;2;
1;0;0;07.04.2013;07.04.2013;Mantis;R.M Castilla;es;Huesca;es;RM Castilla;Liga Adelante;;;;0;-0,5;1,83;10;8,3;2;
1;0;0;08.04.2013;08.04.2013;Mantis;Sevilla;es;Athletic;es;Athletic;Spanish La Liga;;;;0;0;3,9;10;-10;3;
1;0;0;12.04.2013;12.04.2013;Mantis;Betis;es;Sevilla;es;Over;Spanish La Liga;;;;0;2,5;1,95;10;9,5;2;
1;0;0;13.04.2013;13.04.2013;Mantis;Malaga;es;Osasuna;es;Malaga;Spanish La Liga;;;;0;-0,5;1,91;10;9,1;2;
1;0;0;13.04.2013;13.04.2013;Mantis;Racing;es;Girona;es;Racing;Liga Adelante;;;;0;0;1,79;10;-10;3;
1;0;0;13.04.2013;13.04.2013;Mantis;Las Palmas;es;Hercules;es;Las Palmas;Liga Adelante;;;;0;-0,5;1,8;10;-10;3;
1;0;0;13.04.2013;13.04.2013;Mantis;Recreativo;es;RM Castilla;es;RM Castilla;Liga Adelante;;;;0;0,25;1,99;10;9,9;2;
1;0;0;14.04.2013;14.04.2013;Mantis;Rayo;es;Sociedad;es;Sociedad;Spanish La Liga;;;;0;0;2,15;10;11,5;2;
1;0;0;14.04.2013;14.04.2013;Mantis;Zaragoza;es;Barcelona;es;Zaragoza;Spanish La Liga;;;;0;1;2,08;10;-10;3;
1;0;0;15.04.2013;15.04.2013;Mantis;Mallorca;es;Celta;es;Mallorca;Spanish La Liga;;;;0;-0,5;1,91;10;9,1;2;
1;0;0;19.04.2013;19.04.2013;Mantis;Mallorca;es;Rayo;es;Rayo;Spanish La Liga;;;;0;0,25;1,51;10;5,1;2;
1;0;0;19.04.2013;19.04.2013;Mantis;Sabaddell;es;Recreativo;es;Over;Liga Adelante;;;;0;2,5;1,94;10;-10;3;
1;0;0;20.04.2013;20.04.2013;Mantis;Granada;es;Valladolid;es;Valladolid;Spanish La Liga;;;;0;0,5;1,81;10;8,1;2;
1;0;0;20.04.2013;20.04.2013;Mantis;Valencia;es;Malaga;es;Malaga;Spanish La Liga;;;;0;0,75;2,05;10;-10;3;
1;0;0;21.04.2013;21.04.2013;Mantis;Getafe;es;Espanyol;es;Espanyol;Spanish La Liga;;;;0;0,25;1,92;10;9,2;2;
1;0;0;21.04.2013;21.04.2013;Mantis;Deportivo;es;Athletic;es;Athletic;Spanish La Liga;;;;0;0,25;1,45;10;4,5;2;
1;0;0;21.04.2013;21.04.2013;Mantis;Sevilla;es;Atletico;es;Sevilla;Spanish La Liga;;;;0;-0,25;2,17;10;-10;3;
1;0;0;22.04.2013;22.04.2013;Mantis;Celta;es;Zaragoza;es;Zaragoza;Spanish La Liga;;;;0;0,5;1,88;10;-10;3;
1;0;0;23.04.2013;23.04.2013;Mantis;Bayern;es;Barcelona;es;Bayern;CL;;;;0;-0,5;2,13;10;11,3;2;
1;0;0;24.04.2013;24.04.2013;Mantis;BVB;es;Real Madrid;es;Real Madrid;CL;;;;0;0;1,95;10;-10;3;
1;0;0;27.04.2013;27.04.2013;Mantis;Cagliari;es;Udinese;es;Udinese;Serie A;;;;0;-0,5;2,2;10;12;2;
1;0;0;27.04.2013;27.04.2013;Mantis;Levante;es;Celta;es;Celta;Spanish La Liga;;;;0;0,25;2,04;10;10,4;2;
1;0;0;28.04.2013;28.04.2013;Mantis;Malaga;es;Getafe;es;Malaga;Spanish La Liga;;;;0;-0,75;1,42;10;4,2;2;
1;0;0;28.04.2013;28.04.2013;Mantis;Espanyol;es;Granada;es;Espanyol;Spanish La Liga;;;;0;-0,5;1,99;10;-10;3;
1;0;0;28.04.2013;28.04.2013;Mantis;Chievo;es;Genoa;es;Genoa;Serie A;;;;0;0;2,08;10;10,8;2;
1;0;0;28.04.2013;28.04.2013;Mantis;Sociedad;es;Valencia;es;Over;Spanish La Liga;;;;0;2,75;2,05;10;10,5;2;
1;0;0;28.04.2013;28.04.2013;Mantis;Valladolid;es;Sevilla;es;Valladolid;Spanish La Liga;;;;0;0,25;1,46;10;4,6;2;
1;0;0;28.04.2013;28.04.2013;Mantis;Numancia;es;RM Castilla;es;RM Castilla;Liga Adelante;;;;0;0;2,15;10;;1;
1;0;0;29.04.2013;29.04.2013;Mantis;Betis;es;Deportivo;es;Over;Spanish La Liga;;;;0;2,75;1,9;10;-10;3;
1;0;0;30.04.2013;30.04.2013;Mantis;Real Madrid;es;Dortmund;es;BVB;Spanish La Liga;;;;0;1;2,11;10;-10;3;
1;0;0;03.05.2013;03.05.2013;Mantis;Celta;es;Athletic;es;Athletic;Spanish La Liga;;;;0;0;2,11;10;;1;
1;0;0;04.05.2013;04.05.2013;Mantis;Valencia;es;Osasuna;es;Osasuna;Spanish La Liga;;;;0;1,25;2;10;-10;3;
1;0;0;04.05.2013;04.05.2013;Mantis;Zaragoza;es;Rayo;es;Zaragoza;Spanish La Liga;;;;0;-0,25;1,8;10;8;2;
1;0;0;04.05.2013;04.05.2013;Mantis;Deportivo;es;Atletico;es;Deportivo;Spanish La Liga;;;;0;0,25;1,59;10;5,9;2;
1;0;0;05.05.2013;05.05.2013;Mantis;Sevilla;es;Espanyol;es;Sevilla;Spanish La Liga;;;;0;-0,75;1,88;10;8,8;2;
1;0;0;08.05.2013;08.05.2013;Mantis;Celta;es;Atletico;es;Celta;Spanish La Liga;;;;0;0,25;1,95;10;-10;3;
1;0;0;10.05.2013;10.05.2013;Mantis;Levante;es;Zaragoza;es;Zaragoza;Spanish La Liga;;;;0;0;1,96;10;;1;
1;0;0;11.05.2013;11.05.2013;Mantis;Valladolid;es;Deportivo;es;Deportivo;Spanish La Liga;;;;0;0,25;1,83;10;-10;3;
1;0;0;11.05.2013;11.05.2013;Mantis;Athletic;es;Mallorca;es;Athletic;Spanish La Liga;;;;0;-0,5;1,92;10;9,2;2;
1;0;0;13.05.2013;13.05.2013;Mantis;Sociedad;es;Granada;es;Sociedad;Spanish La Liga;;;;0;-1;1,77;10;-10;3;
1;0;0;18.05.2013;18.05.2013;Mantis;Deportivo;es;Espanyol;es;Deportivo;Spanish La Liga;;;;0;-0,75;1,83;10;8,3;2;
1;0;0;18.05.2013;18.05.2013;Mantis;Zaragoza;es;Athletic;es;Zaragoza;Spanish La Liga;;;;0;-0,5;1,96;10;-10;3;
1;0;0;19.05.2013;19.05.2013;Mantis;Levante;es;Rayo;es;Levante;Spanish La Liga;;;;0;0;13,9;10;-10;3;
1;0;0;19.05.2013;19.05.2013;Mantis;Sabadel;es;Racing Sandanter;es;Racing;Liga Adelante;;;;0;0;2,14;10;11,4;2;
1;0;0;20.05.2013;20.05.2013;Mantis;Mallorca;es;Betis;es;Betis;Spanish La Liga;;;;0;0;2,15;10;-10;3;
1;0;0;26.05.2013;26.05.2013;Mantis;Sociedad;es;Real Madrid;es;Sociedad;Spanish La Liga;;;;0;-0,25;2,08;10;-5;3;
1;0;0;26.05.2013;26.05.2013;Mantis;Malaga;es;Deportivo;es;Malaga;Spanish La Liga;;;;0;0;1,68;10;6,8;2;
1;0;0;26.05.2013;26.05.2013;Mantis;Recreativo;es;Cordoba;es;Recreativo;Liga Adelante;;;;0;-0,5;2,02;10;10,2;2;
1;0;0;26.05.2013;26.05.2013;Mantis;Valladolid;es;Celta;es;Valladolid;Spanish La Liga;;;;0;0,25;1,75;10;-10;3;
1;0;0;01.06.2013;01.06.2013;Mantis;Celta;es;Espanyol;es;Celta;Spanish La Liga;;;;0;-1;1,78;10;;1;
1;0;0;01.06.2013;01.06.2013;Mantis;Mallorca;es;Valladolid;es;Mallorca;Spanish La Liga;;;;0;-0,5;1,51;10;5,1;2;
1;0;0;01.06.2013;01.06.2013;Mantis;Levante;es;Betis;es;Betis;Spanish La Liga;;;;0;0;1,65;10;;1;
1;0;0;01.06.2013;01.06.2013;Mantis;Rayo;es;Athletic;es;Rayo;Spanish La Liga;;;;0;-0,25;1,92;10;-5;3;
1;0;0;02.06.2013;02.06.2013;Mantis;Huesca;es;Xerez;es;Huesca;Liga Adelante;;;;0;-1;1,87;10;8,7;2;
1;0;0;02.06.2013;02.06.2013;Mantis;Hercules;es;Murcia;es;Hercules;Liga Adelante;;;;0;0,5;2,04;10;-10;3;
